3913489,13602,20160704,0.707
3133201,13602,20160711,0.136
3019537,13602,20160703,0.112
6308386,13602,20160706,0.053
6308386,10438,20160706,0.027
2369809,13602,20160723,0.048
2764561,10418,20160704,0.131
2764561,13602,20160712,0.096
2764561,10438,20160710,0.037
2764561,2978,20160703,0.48
7128610,9983,20160716,0.116
2127121,13602,20160723,0.124
2266897,2978,20160707,0.169
2266897,13602,20160703,0.117
2266897,3429,20160706,0.135
2266897,6749,20160726,0.123
3845905,5743,20160724,0.04
6913570,5840,20160723,0.004
3326737,2978,20160721,0.118
2680081,13602,20160704,0.588
2680081,8780,20160717,0.646
2680081,8780,20160722,0.376
5371426,13602,20160706,0.136
2819347,13602,20160728,0.072
4144915,13602,20160717,0.072
4144915,11799,20160717,0.008
3624211,11512,20160724,0.056
3624211,11512,20160715,0.265
3628819,12559,20160721,0.07
3628819,13602,20160703,0.128
2843923,13602,20160710,0.617
3636499,10418,20160711,0.025
2588947,2623,20160702,0.164
3383059,1904,20160718,0.134
2870035,10418,20160701,0.062
2870035,2978,20160701,0.09
2870035,10438,20160724,0.029
2870035,13602,20160711,0.042
6037030,13602,20160714,0.126
2635027,807,20160716,0.033
3301651,2601,20160726,0.012
4540966,10418,20160706,0.041
5327398,13602,20160726,0.17
2800915,10418,20160705,0.016
2146579,4811,20160702,0.187
2146579,8137,20160701,0.595
2146579,8137,20160702,0.476
2146579,8137,20160703,0.124
2146579,4811,20160709,0.088
6921766,13602,20160705,0.13
3854611,13602,20160729,0.083
3470611,11146,20160706,0.35
3470611,11146,20160710,0.106
3482389,8181,20160707,0.033
3877141,13602,20160706,0.255
4349482,8059,20160701,0.023
4349482,3429,20160726,0.07
2964757,7419,20160709,0.013
4884010,13506,20160719,0.082
4884010,13506,20160718,0.41
4884010,12455,20160714,0.042
4622890,6648,20160730,0.123
4622890,4785,20160727,0.123
2445589,2002,20160703,0.026
2445589,8059,20160720,0.038
2445589,13602,20160726,0.117
2445589,9983,20160730,0.032
6208042,9983,20160714,0.026
6208042,8059,20160716,0.034
6208042,3429,20160717,0.081
6208042,13602,20160719,0.043
6994474,13602,20160713,0.038
6994474,2978,20160710,0.113
6472234,8059,20160713,0.014
2456341,5933,20160717,0.734
2456341,1904,20160724,0.088
2456341,5933,20160723,0.268
3505429,10438,20160711,0.015
2723605,8059,20160703,0.018
7286314,9983,20160707,0.098
4668970,13602,20160725,0.117
3133717,3780,20160709,0.052
3133717,3743,20160710,0.016
3133717,10438,20160712,0.052
3791125,2911,20160713,0.015
4966954,785,20160729,0.361
5492266,7501,20160713,0.017
3809557,13602,20160724,0.028
2762005,9599,20160726,0.193
4075285,11986,20160721,0.034
4075285,5215,20160721,0.059
2373397,13602,20160702,0.45
2373397,6911,20160721,0.144
3557653,13602,20160725,0.112
4090645,5488,20160719,0.077
4090645,3992,20160722,0.273
3566869,5562,20160709,0.08
5824042,4061,20160712,0.074
4776490,13602,20160719,0.044
5581354,13602,20160718,0.13
3447061,13602,20160703,0.208
6917674,8059,20160713,0.014
4119829,13602,20160726,0.136
2819863,4924,20160719,0.015
2300695,11799,20160725,0.004
4140823,2601,20160730,0.004
2442007,2149,20160701,0.329
2442007,2149,20160710,0.087
2442007,13624,20160701,0.056
2442007,7471,20160701,0.064
2442007,384,20160701,0.064
4898350,13602,20160720,0.112
3239191,10418,20160704,0.059
3239191,13602,20160724,0.083
3239191,9983,20160725,0.016
3110167,3429,20160702,0.091
3111703,13602,20160726,0.146
3899671,13602,20160723,0.031
4391470,3992,20160702,0.097
2878231,3992,20160704,0.151
2749207,8059,20160701,0.015
5761582,13602,20160704,0.146
2621719,9983,20160726,0.019
2621719,13602,20160723,0.096
3147031,3992,20160729,0.044
7346734,9977,20160713,0.054
7346734,4405,20160701,0.06
7346734,3429,20160711,0.104
7346734,9183,20160713,0.033
7346734,8059,20160711,0.049
7346734,10210,20160719,0.043
7346734,11270,20160712,0.036
4213294,13602,20160715,0.136
2369815,3611,20160702,0.129
6053422,9983,20160714,0.072
2240791,613,20160723,0.061
2240791,8866,20160731,0.075
2240791,8866,20160722,0.33
2240791,1540,20160731,0.109
3558679,8239,20160706,0.044
6594094,4700,20160707,0.072
3174679,8499,20160723,0.123
3053335,10438,20160702,0.026
3053335,13602,20160721,0.11
3844375,2978,20160726,0.118
5595694,2978,20160703,0.093
6646318,10418,20160705,0.042
6938158,785,20160725,0.141
7208494,2978,20160729,0.118
4132633,2978,20160728,0.06
4132633,13602,20160721,0.03
4362802,10438,20160719,0.012
5158450,13602,20160709,0.117
2186521,13602,20160718,0.112
5683762,3429,20160706,0.081
5683762,2978,20160706,0.09
5425714,13602,20160715,0.136
6215218,13602,20160715,0.175
3240217,9983,20160714,0.03
6227506,3429,20160704,0.063
6227506,8059,20160704,0.017
2724121,13602,20160719,0.124
2601241,13602,20160725,0.083
5729842,13602,20160716,0.087
3522841,13602,20160727,0.048
2737945,10438,20160722,0.018
3277081,9983,20160723,0.057
7084594,13602,20160718,0.136
5250610,9016,20160714,0.345
5250610,9016,20160719,0.085
5250610,9016,20160711,0.52
6313522,1904,20160723,0.075
3433753,9983,20160718,0.041
3433753,13602,20160712,0.15
2648857,7083,20160726,0.294
2648857,11184,20160701,0.031
2389273,9967,20160719,0.014
2389273,13602,20160727,0.101
2389273,6653,20160719,0.014
2129689,13602,20160725,0.072
5852722,13602,20160714,0.172
2926873,9559,20160722,0.032
5877298,2978,20160729,0.06
3988249,9983,20160721,0.098
3345691,10418,20160718,0.041
5928502,13602,20160728,0.136
2837275,9983,20160714,0.107
2837275,13602,20160728,0.099
2445595,10418,20160714,0.073
5691958,13320,20160728,0.382
6232630,8975,20160723,0.063
5203510,4277,20160702,0.011
5203510,8059,20160705,0.027
4181275,10438,20160720,0.024
4181275,13602,20160715,0.034
4450870,10418,20160718,0.032
4979254,13602,20160703,0.136
5781046,8912,20160713,0.054
2510107,9983,20160726,0.098
3691291,8426,20160719,0.069
2659099,13602,20160725,0.096
2659099,9983,20160721,0.049
2815771,9983,20160725,0.077
5633590,10418,20160710,0.034
5905978,9983,20160713,0.069
5905978,13602,20160713,0.086
2445085,2978,20160716,0.113
2445085,10418,20160707,0.054
3495709,13602,20160730,0.096
5432890,2002,20160718,0.035
3635485,13602,20160724,0.151
3113245,9983,20160714,0.106
7036474,4649,20160711,0.048
2475805,8059,20160715,0.015
3004189,5471,20160710,0.063
3004189,2911,20160727,0.023
7067194,2978,20160719,0.091
7067194,10418,20160719,0.044
2486557,13602,20160712,0.146
5767738,11200,20160703,0.068
5767738,2002,20160712,0.036
5767738,8059,20160717,0.023
5254714,12630,20160709,0.127
4735546,1699,20160702,0.031
6572602,13602,20160723,0.136
6578746,8059,20160711,0.018
2504989,785,20160731,0.204
5540410,1904,20160721,0.086
6852154,2978,20160722,0.107
3429661,1967,20160707,0.037
3563293,13602,20160723,0.113
3563293,9983,20160711,0.083
4508218,5933,20160729,0.017
2127133,13602,20160720,0.101
2127133,11986,20160721,0.042
2127133,9983,20160724,0.05
6879802,12913,20160705,0.734
6879802,12913,20160707,0.331
6385210,13602,20160715,0.121
2936605,10418,20160705,0.042
4827706,11576,20160711,0.092
4827706,8059,20160702,0.02
3987229,13602,20160724,0.099
3987229,9983,20160717,0.051
6974014,9983,20160711,0.024
3625759,13602,20160724,0.146
3891487,13602,20160712,0.146
4161823,785,20160726,0.103
7020094,13602,20160711,0.145
7020094,3992,20160731,0.356
5453374,13602,20160729,0.083
3120415,5840,20160729,0.166
5195326,10438,20160711,0.015
6771262,9983,20160726,0.062
4691518,6574,20160719,0.014
5484094,8,20160707,0.014
3270943,8059,20160710,0.011
3536671,10418,20160712,0.025
2762527,10438,20160730,0.018
2896159,13602,20160725,0.364
2896159,9983,20160703,0.084
2112799,2978,20160717,0.118
3166495,13602,20160728,0.088
3166495,9983,20160721,0.061
5548606,3429,20160703,0.12
5548606,9983,20160712,0.055
2648863,1904,20160720,0.094
2648863,11894,20160720,0.303
2648863,11894,20160725,0.198
4513342,9063,20160725,0.367
4513342,3777,20160725,0.27
4513342,864,20160721,0.142
3046687,9983,20160714,0.064
2129695,13602,20160711,0.117
2138911,8306,20160727,0.04
2138911,9983,20160728,0.056
2138911,8059,20160728,0.039
2138911,13602,20160725,0.074
3194143,13602,20160716,0.047
3194143,8059,20160712,0.023
3194143,9983,20160712,0.017
5100094,11799,20160727,0.003
3341599,13602,20160706,0.121
4853314,13602,20160727,0.107
4853314,9983,20160711,0.036
4853314,8059,20160728,0.022
5378626,8224,20160721,0.04
2563873,13602,20160706,0.142
4142881,9983,20160728,0.024
6201922,13602,20160704,0.13
3907873,13602,20160704,0.338
2597665,9983,20160706,0.098
5986882,8499,20160730,0.211
2993953,2601,20160720,0.016
2993953,13602,20160729,0.364
7301698,2978,20160722,0.064
4429378,4405,20160716,0.024
2218273,9983,20160727,0.069
2218273,13602,20160724,0.088
6272578,9983,20160728,0.072
3671329,3429,20160726,0.07
3671329,8059,20160712,0.024
4463170,13602,20160703,0.599
4463170,8012,20160728,0.118
2757409,13602,20160723,0.151
3818785,11894,20160720,0.201
3818785,11894,20160713,0.286
3818785,1904,20160713,0.086
6330946,3102,20160724,0.097
6330946,3102,20160716,0.271
2649889,1904,20160704,0.075
3178273,2978,20160719,0.037
2921761,2601,20160713,0.009
6367810,13602,20160710,0.121
4272706,2978,20160705,0.107
4804162,10438,20160720,0.013
3586849,13662,20160711,0.049
3720481,2601,20160705,0.005
2811169,613,20160720,0.058
3602209,3429,20160729,0.092
3602209,13602,20160726,0.032
3602209,9983,20160727,0.285
2821411,13602,20160728,0.183
7248454,13602,20160723,0.117
6471238,2601,20160728,0.012
6744646,13181,20160716,0.08
3111715,13602,20160718,0.387
6508102,3992,20160726,0.044
6787654,13602,20160727,0.038
6787654,9983,20160705,0.048
6787654,3429,20160705,0.081
5755462,8059,20160704,0.011
7076422,9227,20160731,0.016
3804451,2978,20160702,0.122
6317638,807,20160723,0.031
5012038,10438,20160703,0.025
5012038,13602,20160727,0.122
2644771,2978,20160706,0.112
6600262,11894,20160721,0.06
6600262,1904,20160721,0.075
5297734,10418,20160724,0.062
2783011,8224,20160731,0.05
5838406,2096,20160727,0.248
5838406,2096,20160717,0.53
5841478,13602,20160715,0.136
2921251,8059,20160701,0.019
2921251,3429,20160701,0.06
2798371,2978,20160714,0.091
2798371,13602,20160714,0.025
3325219,10438,20160701,0.028
3325219,10418,20160702,0.062
6391366,8012,20160722,0.081
5356102,13602,20160727,0.136
2552611,3438,20160723,0.048
7210570,11986,20160714,0.048
6691402,9983,20160703,0.035
2166565,2978,20160713,0.064
3479845,10418,20160717,0.024
3479845,2978,20160724,0.066
5911114,8059,20160717,0.011
2449189,2978,20160729,0.066
2449189,10438,20160705,0.027
2449189,10418,20160702,0.046
4378186,12807,20160729,0.181
4378186,12807,20160725,0.792
4378186,9983,20160724,0.055
7262794,2978,20160707,0.118
5183050,4811,20160703,0.653
5183050,4811,20160704,0.111
4925002,13602,20160715,0.049
6242890,13602,20160705,0.112
2741029,8182,20160706,0.212
3005221,1904,20160718,0.092
5256778,3780,20160711,0.027
5256778,10438,20160730,0.027
5256778,2978,20160716,0.105
4071205,10418,20160728,0.036
4998730,2978,20160724,0.107
2109733,1613,20160705,0.076
2909989,9983,20160722,0.072
3965221,13602,20160723,0.112
3707173,9983,20160718,0.057
4832842,2978,20160730,0.064
3206437,4138,20160728,0.067
2967847,5743,20160722,0.019
2577703,10438,20160704,0.015
3889447,5743,20160703,0.029
5458510,13602,20160728,0.082
5228110,5235,20160728,0.204
6549070,8059,20160703,0.018
4453966,13602,20160711,0.517
4453966,1499,20160711,0.112
4453966,1499,20160705,0.086
4453966,1499,20160715,0.048
3542311,8059,20160705,0.021
4994638,2978,20160724,0.052
4994638,10418,20160709,0.062
4994638,13602,20160724,0.065
2771239,8059,20160731,0.011
6082126,3095,20160727,0.221
6082126,10418,20160704,0.062
2261287,8182,20160705,0.097
2935591,11799,20160712,0.005
4561486,10418,20160711,0.038
4561486,2978,20160720,0.088
6933070,13602,20160713,0.117
2683687,13602,20160724,0.039
4904530,9983,20160710,0.03
2720041,11894,20160723,0.065
2720041,1904,20160723,0.088
2855209,10446,20160717,0.324
2855209,9983,20160718,0.059
3119401,13602,20160703,0.126
4947538,13602,20160726,0.099
4947538,9983,20160719,0.083
2875177,8059,20160729,0.011
2101033,13602,20160710,0.146
3412777,8596,20160722,0.062
4213330,9280,20160708,0.048
4766290,13602,20160724,0.136
4244050,2601,20160718,0.009
2385193,10418,20160702,0.033
2385193,13602,20160706,0.15
4781650,4277,20160723,0.012
4781650,8059,20160712,0.023
4781650,3429,20160712,0.063
3448105,9983,20160701,0.057
3057961,9983,20160702,0.024
2409769,13602,20160726,0.13
2409769,9983,20160705,0.084
3601705,8059,20160703,0.018
3214123,10438,20160726,0.014
3214123,13602,20160726,0.085
6952534,10418,20160724,0.036
6430294,13602,20160727,0.085
6430294,9983,20160715,0.059
3229483,9983,20160716,0.076
3760939,8446,20160714,0.494
2845483,13602,20160714,0.13
4158763,10418,20160711,0.027
7272022,10438,20160718,0.012
5444182,11799,20160718,0.003
4396630,8059,20160726,0.049
4396630,13602,20160713,0.099
4396630,9983,20160721,0.083
4396630,360,20160704,0.167
4396630,9288,20160707,0.062
3650347,13602,20160724,0.083
5468758,13072,20160710,0.545
5468758,13072,20160715,0.12
5468758,5647,20160708,0.414
3654955,13602,20160704,0.085
3654955,9983,20160704,0.022
6003286,10446,20160708,0.018
6528598,13602,20160722,0.136
3529003,1271,20160706,0.021
4713046,1092,20160726,0.089
4716118,1904,20160729,0.07
2625835,10438,20160703,0.022
3946795,2978,20160711,0.064
4498006,3095,20160714,0.072
2381611,12509,20160721,0.071
2381611,13602,20160729,0.093
2266411,2978,20160705,0.118
3318571,7660,20160709,0.019
2807083,13602,20160729,0.21
6687322,9983,20160704,0.076
2176813,13602,20160714,0.055
6450778,10418,20160719,0.041
2576173,6017,20160716,0.026
2970925,5178,20160726,0.498
2970925,5178,20160723,0.483
2970925,5178,20160721,0.498
2970925,5178,20160727,0.498
2970925,5178,20160720,0.486
2970925,5178,20160728,0.204
2970925,4727,20160702,0.338
2970925,5178,20160711,0.468
2970925,4727,20160714,0.208
2970925,4727,20160729,0.42
2970925,5178,20160725,0.473
2970925,5178,20160722,0.498
5452378,13602,20160726,0.083
2737453,2601,20160717,0.013
2737453,13602,20160728,0.13
6005338,13602,20160724,0.13
6005338,11799,20160716,0.059
3791149,8306,20160717,0.253
3791149,8306,20160721,0.058
5492314,10418,20160705,0.017
2748205,3159,20160723,0.31
2748205,3159,20160727,0.106
5234266,13602,20160714,0.034
5234266,2978,20160711,0.037
3666733,10901,20160707,0.06
3414829,4903,20160711,0.027
6834778,13602,20160706,0.706
2631469,10489,20160719,0.038
4076845,7557,20160730,0.037
4076845,825,20160730,0.037
2374957,9983,20160711,0.034
6079066,10418,20160706,0.032
2391853,10523,20160714,0.044
6361690,13602,20160726,0.13
4828762,13602,20160703,0.176
4828762,6673,20160717,0.035
2287405,13602,20160714,0.038
2287405,2978,20160729,0.101
3336493,13602,20160713,0.146
3729709,4893,20160724,0.021
2305327,10438,20160710,0.013
3484975,13602,20160703,0.117
5159518,2978,20160731,0.06
4024111,1895,20160708,0.068
3643183,9565,20160716,0.043
4437598,11239,20160730,0.017
2228527,10086,20160707,0.166
3016495,1298,20160712,0.054
3672367,11799,20160714,0.025
7359070,11093,20160725,0.48
7359070,11093,20160729,0.105
2372911,11541,20160730,0.078
2372911,13602,20160728,0.135
5270110,13602,20160723,0.146
2505007,13865,20160701,0.031
4079407,13602,20160705,0.338
2901295,13602,20160723,0.136
2910511,13602,20160723,0.146
3435823,8951,20160715,0.085
3309871,8,20160723,0.01
6111838,13602,20160714,0.048
3454255,10418,20160701,0.041
2144047,10418,20160705,0.042
2408239,9983,20160722,0.026
2408239,13602,20160729,0.11
6661726,11799,20160725,0.011
6661726,13602,20160728,0.088
2959153,13602,20160724,0.136
2836273,13602,20160726,0.136
5674594,2978,20160728,0.064
4158769,13602,20160724,0.112
4648546,1442,20160706,0.019
2330929,9170,20160724,0.436
2330929,9170,20160726,0.117
2330929,9170,20160722,0.461
2330929,9170,20160721,0.584
3383089,8375,20160723,0.019
2204977,2760,20160714,0.609
2204977,13444,20160707,0.609
6543970,13602,20160714,0.136
3799345,13602,20160722,0.121
5763682,13602,20160713,0.096
5502562,13602,20160727,0.082
2621233,13320,20160726,0.182
2900785,2939,20160724,0.021
4249186,13602,20160723,0.13
6608482,13320,20160720,0.141
5825122,13602,20160718,0.397
4105009,5428,20160713,0.07
3974449,9955,20160727,0.44
3974449,9955,20160726,0.943
4114225,13602,20160706,0.169
4899430,13602,20160726,0.099
4899430,9983,20160702,0.03
3763507,10418,20160701,0.067
2457907,13602,20160724,0.096
2198323,10438,20160721,0.012
3775795,13602,20160726,0.121
4933222,3738,20160725,0.176
3127603,1540,20160726,0.042
3522355,5428,20160710,0.07
4047667,9983,20160727,0.081
4976230,11535,20160705,0.437
5781094,1904,20160731,0.092
3556147,4491,20160729,0.127
3556147,11799,20160731,0.008
3957043,3429,20160704,0.094
4770406,13602,20160703,0.072
4770406,10418,20160703,0.069
4770406,10438,20160705,0.033
4770406,5895,20160723,0.057
4825702,11941,20160705,0.033
7194214,10418,20160726,0.016
4336234,11799,20160727,0.007
2964277,9983,20160713,0.061
2964277,13602,20160724,0.099
6978154,3992,20160723,0.078
3491125,7375,20160730,0.034
3491125,2002,20160703,0.037
2451253,10418,20160713,0.042
2451253,10438,20160719,0.023
2451253,2978,20160726,0.066
4024117,13602,20160722,0.146
3511093,160,20160701,0.019
3511093,8291,20160701,0.036
4168501,9983,20160702,0.098
2339125,10438,20160712,0.061
2339125,3992,20160714,0.104
2339125,9983,20160705,0.06
2339125,13602,20160702,0.117
5995114,12619,20160718,0.037
3793717,3915,20160707,0.06
3793717,13234,20160707,0.06
2755381,13602,20160727,0.083
5251690,9983,20160729,0.027
4204138,11510,20160701,0.044
2497333,846,20160709,0.087
2497333,846,20160703,0.185
5273194,11799,20160716,0.007
3959605,13602,20160724,0.082
3701557,2978,20160731,0.066
3701557,10438,20160702,0.027
2916661,13602,20160728,0.048
3311413,13602,20160718,0.136
3590965,10418,20160720,0.028
5887594,8450,20160724,0.057
5887594,3992,20160708,0.113
6166126,2978,20160723,0.068
6166126,10418,20160710,0.054
6166126,10438,20160729,0.029
5643886,2978,20160731,0.122
5643886,10418,20160704,0.04
3085111,4727,20160714,0.165
5398126,9983,20160724,0.027
5398126,13602,20160724,0.092
5398126,3429,20160703,0.079
5398126,8059,20160701,0.033
6719086,12913,20160701,0.487
2731831,8059,20160706,0.024
2731831,3429,20160703,0.092
5201518,8059,20160731,0.034
5201518,9983,20160731,0.094
3914551,11535,20160718,0.116
3390775,10438,20160704,0.028
3390775,10418,20160703,0.062
5997166,13398,20160722,0.107
5742190,10438,20160721,0.024
5742190,13602,20160702,0.038
3009847,10418,20160717,0.055
3009847,13602,20160716,0.034
3009847,2978,20160726,0.068
7336558,13602,20160716,0.128
7336558,9967,20160703,0.017
7336558,9477,20160703,0.078
6030958,13602,20160723,0.136
2363191,10418,20160710,0.02
3676471,13398,20160715,0.079
3678007,12167,20160722,0.816
3678007,12167,20160723,0.26
2633527,8375,20160721,0.038
5278318,13602,20160704,0.112
2140471,9983,20160725,0.051
5594734,10418,20160702,0.075
5594734,9983,20160702,0.032
5594734,5035,20160702,0.096
5594734,1904,20160707,0.109
4553326,10418,20160711,0.027
5865070,6167,20160709,0.023
3851575,364,20160725,0.083
2542903,10418,20160704,0.042
2418487,13602,20160718,0.117
3605305,5669,20160716,0.133
